1.wav|제이피는 삼공때 제철소를 시작할 당시 총리도 하고해 자연스럽게 자주 만났을 뿐입니다.|제이피는 삼공때 제철소를 시작할 당시 총리도 하고해 자연스럽게 자주 만났을 뿐입니다.
3065.wav|발음기호가 아닌 한글 발음을 제공하였으며,|발음기호가 아닌 한글 발음을 제공하였으며,
3066.wav|더불어 악센트를 색으로 표시했습니다.|더불어 악센트를 색으로 표시했습니다.
3067.wav|이는 초급 교재라서 발음기호를 제공하지 않고|이는 초급 교재라서 발음기호를 제공하지 않고
3068.wav|한글발음을 제공하는 것만은 아니며,|한글발음을 제공하는 것만은 아니며,
3069.wav|최근 미국 현지에서도 발음기호를 먼저 가르치지 않는 것이|최근 미국 현지에서도 발음기호를 먼저 가르치지 않는 것이
3070.wav|영어 학습의 추세이기 때문입니다.|영어 학습의 추세이기 때문입니다.
3071.wav|다만, 한글로 표기하기 힘든 음성어가 있기 때문에|다만, 한글로 표기하기 힘든 음성어가 있기 때문에
3072.wav|영어 발음은 한글로 정확하게 표기하기 어렵습니다.|영어 발음은 한글로 정확하게 표기하기 어렵습니다.
3073.wav|따라서 학습 시 제공되는 원어민의 음원을 통해|따라서 학습 시 제공되는 원어민의 음원을 통해
3074.wav|보다 정확한 발음을 익히시길 바랍니다.|보다 정확한 발음을 익히시길 바랍니다.
3075.wav|페이지마다 큐알코드를 수록하여,|페이지마다 큐알코드를 수록하여,
3076.wav|스마트폰으로 원어민의 발음을 바로 확인할 수 있는|스마트폰으로 원어민의 발음을 바로 확인할 수 있는
3077.wav|편리한 기능을 제공하고 있습니다.|편리한 기능을 제공하고 있습니다.
3078.wav|실전회화 외에도 다양하게 써 먹을 수 있는 풍성한 표현과 간단한 여행정보까지|실전회화 외에도 다양하게 써 먹을 수 있는 풍성한 표현과 간단한 여행정보까지
3079.wav|동시에 담은 일석삼조의 실속있는 교재입니다.|동시에 담은 일석삼조의 실속있는 교재입니다.
3080.wav|여행을 준비하는 마음으로 학습을 시작한다면|여행을 준비하는 마음으로 학습을 시작한다면
3081.wav|영어 공부가 더 이상 지루 하거나 부담스럽지 않을 것입니다.|영어 공부가 더 이상 지루 하거나 부담스럽지 않을 것입니다.
3082.wav|마지막 챕터까지 재미있게 공부해 보세요!|마지막 챕터까지 재미있게 공부해 보세요!
3083.wav|이 책의 활용법.|이 책의 활용법.
3084.wav|시니어를 위한 영어 교재,|시니어를 위한 영어 교재,
3085.wav|이렇게 활용하면 효과 본 도서는 준비하기.|이렇게 활용하면 효과 본 도서는 준비하기.
3086.wav|에이부터 제트까지 각 알파벳의 대표적인 발음을 중심으로 영어의 기본|에이부터 제트까지 각 알파벳의 대표적인 발음을 중심으로 영어의 기본
3087.wav|발음을 익힙니다.|발음을 익힙니다.
3088.wav|제시된 예시 단어는 해당|제시된 예시 단어는 해당
3089.wav|발음을 가진 필수 단어들입니다.|발음을 가진 필수 단어들입니다.
3090.wav|본문 설명에 등장하는 용어들이나 문법 내용과 관련된 기본 개념과 역할에|본문 설명에 등장하는 용어들이나 문법 내용과 관련된 기본 개념과 역할에
3091.wav|대해 알아봅니다.|대해 알아봅니다.
3092.wav|쉽게 이해할 수 있도록 최소한의 내용만으로 구성되어 있기 때문에|쉽게 이해할 수 있도록 최소한의 내용만으로 구성되어 있기 때문에
3093.wav|부담 없이 익힐 수 있습니다.|부담 없이 익힐 수 있습니다.
3094.wav|알파벳 기본 발음.|알파벳 기본 발음.
3095.wav|영어의 알파벳은 다음에서 각 알파벳이 내는|영어의 알파벳은 다음에서 각 알파벳이 내는
3096.wav|대표적인 발음 위주로 알아보겠습니다.|대표적인 발음 위주로 알아보겠습니다.
3097.wav|단어에서는 우리말의 비읍과 비슷한 발음입니다.|단어에서는 우리말의 비읍과 비슷한 발음입니다.
3098.wav|씨는 단어에서 크 와 쓰 발음을 냅니다.|씨는 단어에서 크 와 쓰 발음을 냅니다.
3099.wav|또 에이치와 붙은 씨에이치는 츠|또 에이치와 붙은 씨에이치는 츠
3100.wav|발음이 납니다.|발음이 납니다.
3101.wav|형용한다는 다른 말로 꾸민다는 뜻입니다.|형용한다는 다른 말로 꾸민다는 뜻입니다.
3102.wav|즉, 명사를 꾸미거나 설명합니다.|즉, 명사를 꾸미거나 설명합니다.
3103.wav|그는 멋진 남자이다.|그는 멋진 남자이다.
3104.wav|나는 가방을 네 개 가지고 있다.|나는 가방을 네 개 가지고 있다.
3105.wav|주로 동사를 수식하지만, 형용사나|주로 동사를 수식하지만, 형용사나
3106.wav|다른 부사도 수식할 수 있습니다.|다른 부사도 수식할 수 있습니다.
3107.wav|이번 과에서 무엇을 배우게 될지|이번 과에서 무엇을 배우게 될지
3108.wav|대표 문장 배울 내용을 해석으로 미리 만날 수|대표 문장 배울 내용을 해석으로 미리 만날 수
3109.wav|있는 페이지입니다.|있는 페이지입니다.
3110.wav|중간에 영어 문 장 두 개가 있는데, 이번|중간에 영어 문 장 두 개가 있는데, 이번
3111.wav|유닛에서 배울 대표 문장입니다.|유닛에서 배울 대표 문장입니다.
3112.wav|해석이 따로 없지만, 무슨 뜻인지|해석이 따로 없지만, 무슨 뜻인지
3113.wav|생각하면서 회화 전체를 살펴보세요.|생각하면서 회화 전체를 살펴보세요.
3114.wav|회화의 대표 문장을|회화의 대표 문장을
3115.wav|패턴 학습 형식으로 배워 봅니다.|패턴 학습 형식으로 배워 봅니다.
3116.wav|설명이 패턴의 의미와|설명이 패턴의 의미와
3117.wav|어떻게 쓰이는지 용법에 대한 요점|어떻게 쓰이는지 용법에 대한 요점
3118.wav|설명이 있습니다.|설명이 있습니다.
3119.wav|기본패턴 제시된 문장에 어울리는 예시된 대답과 함께 학습하도록 하여,|기본패턴 제시된 문장에 어울리는 예시된 대답과 함께 학습하도록 하여,
3120.wav|단순하게 문장을 배우는 것이 아닌 회화로 활용할 수 있도록 합니다.|단순하게 문장을 배우는 것이 아닌 회화로 활용할 수 있도록 합니다.
3121.wav|추가로 알아두어야 할 사항을 간단하게 정리했습니다.|추가로 알아두어야 할 사항을 간단하게 정리했습니다.
3122.wav|단어 예로 제시된 문장 속의 단어들이|단어 예로 제시된 문장 속의 단어들이
3123.wav|강세를 표시한 한글발음 표기와 함께|강세를 표시한 한글발음 표기와 함께
3124.wav|제시되어 있습니다.|제시되어 있습니다.
3125.wav|여권 주세요.|여권 주세요.
3126.wav|미국에 오신 것을 환영합니다!|미국에 오신 것을 환영합니다!
3127.wav|감사합니다.|감사합니다.
3128.wav|탑승권을 보여 주시겠어요?|탑승권을 보여 주시겠어요?
3129.wav|창가 좌석인가요?|창가 좌석인가요?
3130.wav|저녁 식사 드릴까요?|저녁 식사 드릴까요?
3131.wav|무엇이 있죠?|무엇이 있죠?
3132.wav|어디서 오셨습니까?|어디서 오셨습니까?
3133.wav|미국에 얼마나 머무실 겁니까?|미국에 얼마나 머무실 겁니까?
3134.wav|원하다라는 의미로,|원하다라는 의미로,
3135.wav|보다 정중한 표현입니다.|보다 정중한 표현입니다.
3136.wav|커피 한 잔 하실래요?|커피 한 잔 하실래요?
3137.wav|마실 것 좀 드릴까요?|마실 것 좀 드릴까요?
3138.wav|읽을 것 좀 드릴까요?|읽을 것 좀 드릴까요?
3139.wav|예, 원해요.|예, 원해요.
3140.wav|예, 주세요.|예, 주세요.
3141.wav|아니요, 괜찮습니다.|아니요, 괜찮습니다.
3142.wav|고맙지만 괜찮습니다.|고맙지만 괜찮습니다.
3143.wav|배울 내용 미리보기에서 봤던 해석을|배울 내용 미리보기에서 봤던 해석을
3144.wav|영어로 어떻게 표현하는지|영어로 어떻게 표현하는지
3145.wav|볼 수 있습니다.|볼 수 있습니다.
3146.wav|문장을 익혔다면,|문장을 익혔다면,
3147.wav|연습을 통해 내 것으로 만드는 것이 중요합니다.|연습을 통해 내 것으로 만드는 것이 중요합니다.
3148.wav|핵심 문장 분석에서 본 예시|핵심 문장 분석에서 본 예시
3149.wav|문장을 연습할 수 있는 문제입니다.|문장을 연습할 수 있는 문제입니다.
3150.wav|보기에 제시된 어휘를 빈칸에 넣어,|보기에 제시된 어휘를 빈칸에 넣어,
3151.wav|패턴 연습을 할 수 있습니다.|패턴 연습을 할 수 있습니다.
3152.wav|주어진 해석에 맞는 문장이|주어진 해석에 맞는 문장이
3153.wav|되도록 보기에서 알맞은 어휘를 골라넣으세요.|되도록 보기에서 알맞은 어휘를 골라넣으세요.
3154.wav|실전회화 중 많이 쓸 수 있는 문장 중심으로|실전회화 중 많이 쓸 수 있는 문장 중심으로
3155.wav|엄선된 문제입니다.|엄선된 문제입니다.
3156.wav|핵심 문장으로 제시되었던|핵심 문장으로 제시되었던
3157.wav|문장들을 해석하는 문제입니다.|문장들을 해석하는 문제입니다.
3158.wav|이 코너의 문제를 통해 핵심|이 코너의 문제를 통해 핵심
3159.wav|문장은 꼭 내 것으로 만들어 두세요.|문장은 꼭 내 것으로 만들어 두세요.
3160.wav|실전회화 외에 필요한 어휘문장들을|실전회화 외에 필요한 어휘문장들을
3161.wav|정리한 코너입니다.|정리한 코너입니다.
3162.wav|상황에 따라 필요한|상황에 따라 필요한
3163.wav|표현을 쓸 수 있도록 알아두세요.|표현을 쓸 수 있도록 알아두세요.
3164.wav|단어 본문의 회화 상황과 관련하여|단어 본문의 회화 상황과 관련하여
3165.wav|써 먹을 만한 어휘의 모음입니다.|써 먹을 만한 어휘의 모음입니다.
3166.wav|회화 본문 회화 외에 만날 수 있는|회화 본문 회화 외에 만날 수 있는
3167.wav|상황에서 쓸 수 있는 회화의 예시입니다.|상황에서 쓸 수 있는 회화의 예시입니다.
3168.wav|실전회화 익히기.|실전회화 익히기.
3169.wav|좋은 저녁입니다!|좋은 저녁입니다!
3170.wav|네, 인터넷으로 예약했어요.|네, 인터넷으로 예약했어요.
3171.wav|박선희입니다.|박선희입니다.
3172.wav|예약을 확인했습니다.|예약을 확인했습니다.
3173.wav|일주일인가요?|일주일인가요?
3174.wav|좋습니다.|좋습니다.
3175.wav|여기 카드키 있습니다.|여기 카드키 있습니다.
3176.wav|빈칸에 알맞은|빈칸에 알맞은
3177.wav|단어를 보기에서 골라 써 넣으세요.|단어를 보기에서 골라 써 넣으세요.
3178.wav|다음 문장을 해석해 보세요.|다음 문장을 해석해 보세요.
3179.wav|유용한 표현 더 배워보기.|유용한 표현 더 배워보기.
3180.wav|다음 분 주문 하시겠어요?|다음 분 주문 하시겠어요?
3181.wav|여기에서 드실 건가요,|여기에서 드실 건가요,
3182.wav|가져가실 건가요?|가져가실 건가요?
3183.wav|답하는 표현.|답하는 표현.
3184.wav|카푸치노 주세요.|카푸치노 주세요.
3185.wav|여기에서 먹을 거예요.|여기에서 먹을 거예요.
3186.wav|가져가겠습니다.|가져가겠습니다.
3187.wav|여행과 관련된 필수 정보입니다.|여행과 관련된 필수 정보입니다.
3188.wav|여행을 준비하고 있다면,|여행을 준비하고 있다면,
3189.wav|유용한 정보가 될 것입니다.|유용한 정보가 될 것입니다.
3190.wav|부록.|부록.
3191.wav|본문에서 배운 알아두면 도움이 되는 여행정보.|본문에서 배운 알아두면 도움이 되는 여행정보.
3192.wav|여행짐을 꾸릴 때는 요령있게!|여행짐을 꾸릴 때는 요령있게!
3193.wav|테러나 사고가 빈번해지면서 비행기 탑승수속 시 수화물에 넣을 수 없는 항목이|테러나 사고가 빈번해지면서 비행기 탑승수속 시 수화물에 넣을 수 없는 항목이
3194.wav|많아지고 있습니다.|많아지고 있습니다.
3195.wav|특히 액체류나 흉기가 될 수 있는 물품들은 제한 또는|특히 액체류나 흉기가 될 수 있는 물품들은 제한 또는
3196.wav|금지되고 있는데요.|금지되고 있는데요.
3197.wav|우리나라 사람들이 외국에 입국할 때 많이 걸릴 만한 것들이|우리나라 사람들이 외국에 입국할 때 많이 걸릴 만한 것들이
3198.wav|김치나 장류 또는 미숫가루 같은|김치나 장류 또는 미숫가루 같은
3199.wav|가루들이 있습니다.|가루들이 있습니다.
3200.wav|특히 미숫가루를 일반 비닐 봉지에 담아간다면|특히 미숫가루를 일반 비닐 봉지에 담아간다면
3201.wav|마약류로 오인 받기 쉽습니다.|마약류로 오인 받기 쉽습니다.
3202.wav|이럴 때는 팩으로 포장된|이럴 때는 팩으로 포장된
3203.wav|상품을 가져가는 것이 좋습니다.|상품을 가져가는 것이 좋습니다.
3204.wav|액체 백 밀리리터 이하까지는 기내 반입이 가능한데요,|액체 백 밀리리터 이하까지는 기내 반입이 가능한데요,
3205.wav|용기는 남은 양과 상관없이 백 밀리리터 이하의 것이고,|용기는 남은 양과 상관없이 백 밀리리터 이하의 것이고,
3206.wav|이 용기를 지퍼백에 넣어야 하는데,|이 용기를 지퍼백에 넣어야 하는데,
3207.wav|지퍼백 크기는 이십센치 곱하기 이십센치여야 합니다.|지퍼백 크기는 이십센치 곱하기 이십센치여야 합니다.
3208.wav|또 이러한 지퍼백은 일인|또 이러한 지퍼백은 일인
3209.wav|일개만 허용됩니다.|일개만 허용됩니다.
3210.wav|비행시간동안 반드시 챙겨야할 약이나 간단하게 사용할 화장품등|비행시간동안 반드시 챙겨야할 약이나 간단하게 사용할 화장품등
3211.wav|꼭 가져가야 할것만 작은 휴대용기를 이용하여 꾸려 보세요.|꼭 가져가야 할것만 작은 휴대용기를 이용하여 꾸려 보세요.
3212.wav|이것은 뭐뭐 하고 싶다는 소망을 나타내는 표현인데,|이것은 뭐뭐 하고 싶다는 소망을 나타내는 표현인데,
3213.wav|공손하게 뭐뭐 하려고 한다는 뜻으로 주로 사용됩니다.|공손하게 뭐뭐 하려고 한다는 뜻으로 주로 사용됩니다.
3214.wav|뒤에는 동사원형을 씁니다.|뒤에는 동사원형을 씁니다.
3215.wav|체크아웃 하고 싶은데요.|체크아웃 하고 싶은데요.
3216.wav|외출하고 싶은데요.|외출하고 싶은데요.
3217.wav|뭐 좀 먹고 싶은데요.|뭐 좀 먹고 싶은데요.
3218.wav|요리 수업을 듣고 싶은데요.|요리 수업을 듣고 싶은데요.
3219.wav|예약하고 싶은데요.|예약하고 싶은데요.
3220.wav|제인과 통화하고 싶은데요.|제인과 통화하고 싶은데요.
3221.wav|소고기로 하고 싶은데요.|소고기로 하고 싶은데요.
3222.wav|그것에 대해 당신에게 물어보고 싶은데요.|그것에 대해 당신에게 물어보고 싶은데요.
3223.wav|알파벳 기본 발음영어의 알파벳은|알파벳 기본 발음영어의 알파벳은
3224.wav|다음에서 각 알파벳이 내는 대표적인 발음 위주로|다음에서 각 알파벳이 내는 대표적인 발음 위주로
3225.wav|알아보겠습니다.|알아보겠습니다.
3226.wav|알파벳 중 첫 번째 모음인 에이가 낼 수 있는 발음은 여러가지인데,|알파벳 중 첫 번째 모음인 에이가 낼 수 있는 발음은 여러가지인데,
3227.wav|가장 대표적인 애와 에이에 대해 연습합니다.|가장 대표적인 애와 에이에 대해 연습합니다.
3228.wav|디는 우리말의 디귿과 비슷한 발음입니다.|디는 우리말의 디귿과 비슷한 발음입니다.
3229.wav|알파벳 중 두 번째 모음으로,|알파벳 중 두 번째 모음으로,
3230.wav|여러 가지 발음이 있지만|여러 가지 발음이 있지만
3231.wav|가장 대표적인 애에 대해 연습합니다.|가장 대표적인 애에 대해 연습합니다.
3232.wav|우리말에 없는 발음이라|우리말에 없는 발음이라
3233.wav|편의상 프라고 표기합니다.|편의상 프라고 표기합니다.
3234.wav|윗니로 아랫입술을 살짝 물고|윗니로 아랫입술을 살짝 물고
3235.wav|바람을 통과시키며 내는 발음입니다.|바람을 통과시키며 내는 발음입니다.
3236.wav|에이치는 우리말의 히읗과|에이치는 우리말의 히읗과
3237.wav|비슷한 발음입니다.|비슷한 발음입니다.
3238.wav|알파벳 중 세 번째 모음으로,|알파벳 중 세 번째 모음으로,
3239.wav|그 중 많이 쓰이는 이와 아이를 연습합니다.|그 중 많이 쓰이는 이와 아이를 연습합니다.
3240.wav|다양한 발음으로 활용되는 모음입니다.|다양한 발음으로 활용되는 모음입니다.
3241.wav|앞서 배운 엘의 발음과는 차이가 있으며,|앞서 배운 엘의 발음과는 차이가 있으며,
3242.wav|발음 역시 우리말로|발음 역시 우리말로
3243.wav|표기할 수 없습니다.|표기할 수 없습니다.
3244.wav|혀를 동그랗게 말아서 혀끝을 입 천장에 닿을락 말락한|혀를 동그랗게 말아서 혀끝을 입 천장에 닿을락 말락한
3245.wav|상태로 만듭니다.|상태로 만듭니다.
3246.wav|우리말의 지읒과 비슷한 발음인데, 앞서 배운 제이와는|우리말의 지읒과 비슷한 발음인데, 앞서 배운 제이와는
3247.wav|차이가 있습니다.|차이가 있습니다.
3248.wav|제이는 느끼하게 뭉개듯 내고, 제트는 이와|제이는 느끼하게 뭉개듯 내고, 제트는 이와
3249.wav|잇몸을 진동하듯 떨면서 냅니다.|잇몸을 진동하듯 떨면서 냅니다.
3250.wav|품사란, 단어의 기능,|품사란, 단어의 기능,
3251.wav|형태, 의미에 따라 나누는 것으로, 단어가 가지는|형태, 의미에 따라 나누는 것으로, 단어가 가지는
3252.wav|성질을 말합니다.|성질을 말합니다.
3253.wav|흔히 영어의 말 그대로|흔히 영어의 말 그대로
3254.wav|사람이나 사물 등을 부르는 이름을 말합니다.|사람이나 사물 등을 부르는 이름을 말합니다.
3255.wav|명사는 크게 셀 수 있는 명사와|명사는 크게 셀 수 있는 명사와
3256.wav|셀 수 없는 명사로 나눌 수 있습니다.|셀 수 없는 명사로 나눌 수 있습니다.
3257.wav|추상명사는 말 그대로 명사를 대신하는 말로,|추상명사는 말 그대로 명사를 대신하는 말로,
3258.wav|명사의 역할을 할 수 있습니다.|명사의 역할을 할 수 있습니다.
3259.wav|사람을 가리키는 인칭대명사와|사람을 가리키는 인칭대명사와
3260.wav|사물을 가리키는 지시대명사로 나눌 수 있습니다.|사물을 가리키는 지시대명사로 나눌 수 있습니다.
3261.wav|동작이나 상태를 표현하는 말입니다.|동작이나 상태를 표현하는 말입니다.
3262.wav|영어에서는 문장에서 동사의 역할이 가장 크기 때문에|영어에서는 문장에서 동사의 역할이 가장 크기 때문에
3263.wav|아주 중요한 성분입니다.|아주 중요한 성분입니다.
3264.wav|상태를 나타내는 동사로는|상태를 나타내는 동사로는
3265.wav|비동사가 있습니다.|비동사가 있습니다.
3266.wav|나는 공부한다.|나는 공부한다.
3267.wav|동작을 나타내는 동사입니다.|동작을 나타내는 동사입니다.
3268.wav|난 학생이다.|난 학생이다.
3269.wav|주로 동사를 수식하지만,|주로 동사를 수식하지만,
3270.wav|형용사나 다른 부사도 수식할 수 있습니다.|형용사나 다른 부사도 수식할 수 있습니다.
3271.wav|내가 지금 그에게 전화할게요.|내가 지금 그에게 전화할게요.
3272.wav|매우 감사합니다.|매우 감사합니다.
3273.wav|명사나 대명사 앞에 놓이는 말입니다.|명사나 대명사 앞에 놓이는 말입니다.
3274.wav|전치사는 종류도 많고 용법도 다양하지만 많이 쓰이는 것|전치사는 종류도 많고 용법도 다양하지만 많이 쓰이는 것
3275.wav|위주로 정리했습니다.|위주로 정리했습니다.
3276.wav|나는 토요일에 그녀를 만날 거에요.|나는 토요일에 그녀를 만날 거에요.
3277.wav|버스 정류장에서 기다려 주세요.|버스 정류장에서 기다려 주세요.
3278.wav|그것은 책상 위에 있다.|그것은 책상 위에 있다.
3279.wav|나는 학교에 간다.|나는 학교에 간다.
3280.wav|이 버스는 인천행이다.|이 버스는 인천행이다.
3281.wav|우리는 병원에서 출발했다.|우리는 병원에서 출발했다.
3282.wav|접속사의 가장 큰 역할은 두 개의|접속사의 가장 큰 역할은 두 개의
3283.wav|문장을 연결하는 고리입니다.|문장을 연결하는 고리입니다.
3284.wav|물론 문장뿐 아니라|물론 문장뿐 아니라
3285.wav|단어와 단어, 구와 구, 절과 절을|단어와 단어, 구와 구, 절과 절을
3286.wav|연결하기도 합니다.|연결하기도 합니다.
3287.wav|메리와 제인은 좋은 친구이다.|메리와 제인은 좋은 친구이다.
3288.wav|그는 사과는 좋아하지만 포도는 좋아하지 않는다.|그는 사과는 좋아하지만 포도는 좋아하지 않는다.
3289.wav|문장과 문장을 연결한 벗입니다.|문장과 문장을 연결한 벗입니다.
3290.wav|그녀는 피곤하다고 말했다.|그녀는 피곤하다고 말했다.
3291.wav|댓 절이 문장에서 목적어 역할을 합니다.|댓 절이 문장에서 목적어 역할을 합니다.
3292.wav|그는 아팠기 때문에 결석했다.|그는 아팠기 때문에 결석했다.
3293.wav|비코즈는 원인이나 이유를|비코즈는 원인이나 이유를
3294.wav|나타내는 절을 이끄는 접속사입니다.|나타내는 절을 이끄는 접속사입니다.
3295.wav|말 그대로 문장을 구성하는 성분들입니다.|말 그대로 문장을 구성하는 성분들입니다.
3296.wav|앞서 짚어봤던 품사들이 문장 안에서 여러 가지 역할을 하게 되는데,|앞서 짚어봤던 품사들이 문장 안에서 여러 가지 역할을 하게 되는데,
3297.wav|그 역할에 따라 주어,|그 역할에 따라 주어,
3298.wav|서술어, 목적어, 보어로 나뉩니다.|서술어, 목적어, 보어로 나뉩니다.
3299.wav|문장의 주인입니다.|문장의 주인입니다.
3300.wav|즉, 문장에서 동사의 주체가 되는 성분을 말합니다.|즉, 문장에서 동사의 주체가 되는 성분을 말합니다.
3301.wav|주로 명사나 대명사가 이 역할을 합니다.|주로 명사나 대명사가 이 역할을 합니다.
3302.wav|문장에서 주어의 동작이나|문장에서 주어의 동작이나
3303.wav|상태를 나타냅니다.|상태를 나타냅니다.
3304.wav|영어에서는 동사만 서술어가 될 수 있습니다.|영어에서는 동사만 서술어가 될 수 있습니다.
3305.wav|토니는 학교에 간다.|토니는 학교에 간다.
3306.wav|서술어는 동사의 행위의 대상이 되는 문장 성분으로,|서술어는 동사의 행위의 대상이 되는 문장 성분으로,
3307.wav|위치가 동사 뒤에 온다는 것이 우리말과 가장|위치가 동사 뒤에 온다는 것이 우리말과 가장
3308.wav|큰 차이점입니다.|큰 차이점입니다.
3309.wav|목적어는 주로 명사나 대명사가 나옵니다.|목적어는 주로 명사나 대명사가 나옵니다.
3310.wav|당신은 택시를 잡는다.|당신은 택시를 잡는다.
3311.wav|모니카는 겨울을 좋아한다.|모니카는 겨울을 좋아한다.
3312.wav|말 그대로 보충하는 성분을 가리킵니다.|말 그대로 보충하는 성분을 가리킵니다.
3313.wav|명사와 형용사가 가능합니다.|명사와 형용사가 가능합니다.
3314.wav|영어 문장을|영어 문장을
3315.wav|만드는 형식은 다섯 가지입니다.|만드는 형식은 다섯 가지입니다.
3316.wav|이것을 문장의 영어에서는 서술어의 역할을 동사가 하기 때문에|이것을 문장의 영어에서는 서술어의 역할을 동사가 하기 때문에
3317.wav|서술어라는 용어 대신 동사라고 설명합니다.|서술어라는 용어 대신 동사라고 설명합니다.
3318.wav|보어.|보어.
3319.wav|명사, 대명사, 의미가 불완전한 동사를 보어가|명사, 대명사, 의미가 불완전한 동사를 보어가
3320.wav|보완하는 형식입니다.|보완하는 형식입니다.
3321.wav|이 형식에서는 보어가 없으면 문장이 성립되지 않습니다.|이 형식에서는 보어가 없으면 문장이 성립되지 않습니다.
3322.wav|목적어가 필요한 동사가|목적어가 필요한 동사가
3323.wav|나오는 형식입니다.|나오는 형식입니다.
3324.wav|동사 중에는 목적어를 두 개 필요로 하는 것이 있습니다.|동사 중에는 목적어를 두 개 필요로 하는 것이 있습니다.
3325.wav|보어 한 개가 필요한 문형입니다.|보어 한 개가 필요한 문형입니다.
3326.wav|영어 공부를 하다보면, 우리말과 다르게 표현되는 시제가 무척|영어 공부를 하다보면, 우리말과 다르게 표현되는 시제가 무척
3327.wav|어렵게 느껴집니다.|어렵게 느껴집니다.
3328.wav|시제를 세분화하면 현재의 사실이나 느낌, 반복적인 일에 대해|시제를 세분화하면 현재의 사실이나 느낌, 반복적인 일에 대해
3329.wav|표현하는 시제입니다.|표현하는 시제입니다.
3330.wav|나는 오렌지를 좋아한다.|나는 오렌지를 좋아한다.
3331.wav|그는 오렌지를 좋아한다.|그는 오렌지를 좋아한다.
3332.wav|주어가 과거에 일어난|주어가 과거에 일어난
3333.wav|사건이나 행동을 표현할 때 사용하는 시제입니다.|사건이나 행동을 표현할 때 사용하는 시제입니다.
3334.wav|나는 어제 그에게 전화했다.|나는 어제 그에게 전화했다.
3335.wav|그는 지난달에 뉴욕에 갔다.|그는 지난달에 뉴욕에 갔다.
3336.wav|동사 콜의|동사 콜의
3337.wav|과거형은 이디를 붙여 콜드가 됩니다.|과거형은 이디를 붙여 콜드가 됩니다.
3338.wav|불규칙형이기 때문에 따로 외워야 합니다.|불규칙형이기 때문에 따로 외워야 합니다.
3339.wav|미래의 계획이나 예상되는 일을 나타낼 때|미래의 계획이나 예상되는 일을 나타낼 때
3340.wav|사용하는 시제입니다.|사용하는 시제입니다.
3341.wav|나는 내일 그에게 전화할 것이다.|나는 내일 그에게 전화할 것이다.
3342.wav|그는 다음 달에 뉴욕으로 갈 것이다.|그는 다음 달에 뉴욕으로 갈 것이다.
3343.wav|사실 여부를 묻거나 의문사를 사용하여|사실 여부를 묻거나 의문사를 사용하여
3344.wav|물어보는 문장입니다.|물어보는 문장입니다.
3345.wav|의문문은 일반 의문문과|의문문은 일반 의문문과
3346.wav|의문사를 넣어 물어보는 의문사 의문문으로|의문사를 넣어 물어보는 의문사 의문문으로
3347.wav|나눌 수 있습니다.|나눌 수 있습니다.
3348.wav|너는 왜 아프니?|너는 왜 아프니?
3349.wav|그는 무엇을 좋아하니?|그는 무엇을 좋아하니?
3350.wav|사실을 부정하는|사실을 부정하는
3351.wav|문장으로, 낫을 사용하여 나타냅니다.|문장으로, 낫을 사용하여 나타냅니다.
3352.wav|너는 학생이 아니다.|너는 학생이 아니다.
3353.wav|나는 가방을 가지고 있지 않다.|나는 가방을 가지고 있지 않다.
3354.wav|긴 비행을 마치고 이동철 씨와 박선희 씨는 드디어|긴 비행을 마치고 이동철 씨와 박선희 씨는 드디어
3355.wav|뉴욕에 도착했습니다.|뉴욕에 도착했습니다.
3356.wav|부부는 입국 심사를 위해 긴 줄을 서고 있습니다.|부부는 입국 심사를 위해 긴 줄을 서고 있습니다.
3357.wav|대한민국 서울이요.|대한민국 서울이요.
3358.wav|겨우 일주일이랍니다.|겨우 일주일이랍니다.
3359.wav|자, 미국에 오신 것을 환영합니다.|자, 미국에 오신 것을 환영합니다.
3360.wav|미국에 얼마나 머무르실 건가요?|미국에 얼마나 머무르실 건가요?
3361.wav|서울에 얼마나 머무르실 건가요?|서울에 얼마나 머무르실 건가요?
3362.wav|집에 얼마나 머무르실 건가요?|집에 얼마나 머무르실 건가요?
3363.wav|공원에 얼마나 있을 건가요?|공원에 얼마나 있을 건가요?
3364.wav|어디서 여행 오셨습니까?|어디서 여행 오셨습니까?
3365.wav|연습문제 확인하기.|연습문제 확인하기.
3366.wav|보기의 주어진 단어를|보기의 주어진 단어를
3367.wav|참고하여 문장을 만들어 보세요.|참고하여 문장을 만들어 보세요.
3368.wav|일.|일.
3369.wav|이.|이.
3370.wav|삼.|삼.
3371.wav|사.|사.
3372.wav|오.|오.
3373.wav|육.|육.
3374.wav|칠.|칠.
3375.wav|팔.|팔.
3376.wav|구.|구.
3377.wav|십.|십.
3378.wav|체크인.|체크인.
3379.wav|시설 이용.|시설 이용.
3380.wav|체크아웃.|체크아웃.
3381.wav|공항에서 호텔로 향하는 리무진 버스를 탄 이동철, 박선희 씨.|공항에서 호텔로 향하는 리무진 버스를 탄 이동철, 박선희 씨.
3382.wav|드디어 뉴욕에 도착했다는 기쁨에 흥분되긴 하지만,|드디어 뉴욕에 도착했다는 기쁨에 흥분되긴 하지만,
3383.wav|역시 장시간 비행으로 피곤합니다.|역시 장시간 비행으로 피곤합니다.
3384.wav|출국 전 인터넷으로|출국 전 인터넷으로
3385.wav|미리 예약해둔 호텔에 들어섭니다.|미리 예약해둔 호텔에 들어섭니다.
